Latitude,Longitude,LeadLevel,Time,SalesPrice,LoanAmount,CensusBlockLeadMean,InServiceLine,DistToBoundary,ExpectedLead_025km,ExpectedLead_400km
42.982576,-83.695352,0.010786819,6062,3000,3000,0.007333333,1,509.4521925,0.007,0.023448276
43.032814,-83.72325,0.019007578,6574,0,0,0.016466667,1,3116.003323,0.019094595,0.023444012
43.032594,-83.727584,0.022870796,6734,1000,1000,0.003,1,2274.734883,0.036274194,0.023428464
43.04939,-83.730461,0.01847085,6334,3000,3000,0.001956522,1,786.0212836,0.007526316,0.023421091
43.038254,-83.728105,0.022273042,6348,7000,7000,0.0027,1,1351.594639,0.006751724,0.023419371
43.034538,-83.72241,0.019221108,6666,3000,3000,0.026090909,1,3048.033131,0.044306667,0.023418331
43.034538,-83.72241,0.019221108,6574,0,0,0.026090909,1,3048.033131,0.044306667,0.023418331
42.998829,-83.720461,0.023948149,6467,0,0,0.005333333,1,3585.864733,0.035476923,0.023404258
43.039133,-83.729117,0.022902327,6341,12204,12204,0.002857143,1,1078.635703,0.006078947,0.023399872
43.003359,-83.712872,0.015804812,6391,31500,31500,0.0302,1,5651.071212,0.009450382,0.023397027
43.03745,-83.732039,0.020295485,6400,0,0,0.004818182,1,302.1457573,0.005391304,0.023394216
43.018512,-83.71953,0.022586244,6666,0,0,0.00075,1,3108.760644,0.034637681,0.023392845
43.034885,-83.72204,0.019036071,6670,250,250,0.026090909,1,3103.323781,0.048264706,0.023388383
43.034885,-83.72204,0.019036071,6574,0,0,0.026090909,1,3103.323781,0.048264706,0.023388383
42.996587,-83.784328,0.019340965,6398,0,0,0,0,9515.780006,0,0.023386768
43.030245,-83.738937,0.023396525,6708,0,0,0.195868421,1,279.990602,0.002508772,0.023380451
43.039384,-83.73171,0.020135942,6411,20000,20000,0,1,384.7812874,0.007578947,0.023380334
42.997686,-83.727377,0.020621449,6622,18500,18500,0.007578947,1,1736.105012,0.012325581,0.02337843
42.997686,-83.727377,0.020621449,6664,0,0,0.007578947,1,1736.105012,0.012325581,0.02337843
43.031671,-83.73251,0.020858204,6414,0,0,0.006695652,1,1562.714724,0.04580137,0.023372129
43.005797,-83.730078,0.018754972,6614,7500,7500,0.007230769,1,2292.293812,0.1016875,0.023369252
43.027221,-83.695212,0.016271108,6412,0,0,0,1,9219.731869,0.0008125,0.023362581
42.999364,-83.721494,0.021433147,6468,0,0,0.004363636,1,3411.832633,0.033335766,0.023356757
43.003813,-83.71535,0.016534667,6439,8000,8000,0.001758621,1,5649.775943,0.01920202,0.02335286
43.028469,-83.713969,0.017033998,6574,0,0,0.0192,1,4447.096065,0.0077125,0.023350012
42.994096,-83.728136,0.019926072,6667,84900,84900,0.024235955,1,1298.276119,0.018666667,0.023348249
43.027098,-83.715466,0.017952887,6650,500,500,0.007266667,1,3901.796357,0.008642857,0.023328343
43.034534,-83.722781,0.021941967,6574,0,0,0.026090909,1,2955.09954,0.046055556,0.023324005
43.006219,-83.72911,0.019112598,6706,0,0,0.003,1,2593.369965,0.101745614,0.023321615
43.035522,-83.712085,0.017679076,6660,12000,12000,0.026333333,1,5674.274852,0.015852632,0.023313901
43.012873,-83.716734,0.023815131,6342,19000,19000,0.042722222,1,4860.222342,0.03769863,0.023308607
43.030858,-83.727358,0.026227341,6610,3500,3500,0.098075269,1,2558.290747,0.047328358,0.023306215
43.030858,-83.727358,0.026227341,6574,0,0,0.098075269,1,2558.290747,0.047328358,0.023306215
43.054393,-83.730573,0.017473786,6405,0,0,0.002685714,1,780.2923433,0.002116883,0.023305054
42.997023,-83.725523,0.018760573,6586,0,0,0.006625,1,2088.04544,0.024034286,0.023302442
43.000629,-83.727982,0.019142565,6653,6000,6000,0.082583333,1,2373.291515,0.012557692,0.023289509
43.000629,-83.727982,0.019142565,6574,0,0,0.082583333,1,2373.291515,0.012557692,0.023289509
43.031772,-83.726474,0.022398894,6608,0,0,0.008693548,1,2695.680385,0.036763934,0.023287962
43.04073,-83.730204,0.021556822,6400,10000,10000,0.0042,1,795.1465703,0.00662069,0.023281089
43.035548,-83.728427,0.02142467,6428,5240,5240,0.034538462,1,1420.13715,0.018502439,0.02327564
43.00485,-83.730081,0.019863514,6740,0,0,0.005135135,1,2128.723086,0.110038835,0.023270674
43.032449,-83.715531,0.018208196,6566,100,100,0.207333333,1,4840.373565,0.045258065,0.0232657
42.986278,-83.687253,0.012617432,6082,17000,17000,0.002636364,1,1727.188409,0.042,0.023258065
42.986018,-83.686745,0.014306765,6063,7000,7000,0.002636364,1,1624.247891,0.042,0.023258065
42.986018,-83.686745,0.014306765,6084,0,0,0.002636364,1,1624.247891,0.042,0.023258065
42.984856,-83.687193,0.013170551,6079,0,0,0.006573529,1,1208.944617,0.042,0.023258065
43.030989,-83.696609,0.015383284,6429,0,0,0.002,1,9138.390484,0.004571429,0.023255877
43.030216,-83.73713,0.02325391,6645,52000,52000,0.195868421,1,688.2228597,0.068815126,0.023252167
43.000146,-83.727476,0.019814606,6659,9033,9033,0.082583333,1,2312.414397,0.012233645,0.023248265
43.000146,-83.727476,0.019814606,6573,0,0,0.082583333,1,2312.414397,0.012233645,0.023248265
43.016893,-83.720137,0.020169976,6728,18000,18000,0.003333333,1,3286.899993,0.031346667,0.023245544
43.034959,-83.729132,0.029930853,6400,0,0,0.010052632,1,1376.492897,0.020977654,0.023229358
43.049994,-83.739812,0.026576436,6537,0,0,0.000333333,0,1710.189546,0,0.023226369
43.000677,-83.711251,0.015071137,6440,0,0,0.005083333,1,4829.799364,0.010322917,0.023222964
43.043193,-83.739282,0.02663309,6468,30000,30000,0,0,1612.116744,0,0.023221971
43.039848,-83.728816,0.021674298,6380,0,0,0.006090909,1,1159.362158,0.00813245,0.023218502
43.031067,-83.727035,0.089009772,6657,0,0,0.098075269,1,2660.507322,0.048344512,0.023218116
42.997777,-83.726719,0.01792129,6581,0,0,0.002,1,1904.992652,0.011528571,0.023217267
43.009198,-83.727011,0.018219666,6545,0,0,0.004727273,1,3043.030059,0.004832,0.02320618
43.040268,-83.727182,0.023794985,6372,0,0,0.006454545,1,1599.286046,0.014371681,0.023204493
42.988436,-83.768968,0.019775001,6686,0,0,0,0,5695.737349,0,0.023200704
43.00993,-83.726314,0.018110494,6642,16240,16240,0.005,1,3183.606696,0.005267176,0.023197753
42.999591,-83.717426,0.019182017,6713,0,0,0.002285714,1,4144.171012,0.004805195,0.023193142
42.999591,-83.717426,0.019182017,6713,0,0,0.002285714,1,4144.171012,0.004805195,0.023193142
42.992035,-83.729957,0.01975819,6548,0,0,0.002090909,1,825.6508132,0.013218978,0.023185854
43.02325,-83.715737,0.017688988,6545,2600,2600,0.009,1,3660.275373,0.00688,0.023185549
43.03847,-83.708883,0.017382955,6356,0,0,0.03275,1,6489.500232,0.007069767,0.023182424
43.03698,-83.710964,0.018960306,6574,0,0,0.001,1,5937.862089,0.011016949,0.023176336
43.055582,-83.728044,0.020812661,6412,7000,7000,0.003541667,1,1461.880456,0.002033333,0.023175795
43.040283,-83.709721,0.016363193,6371,0,0,0.004,1,6266.131016,0.023244444,0.023174773
43.000507,-83.720562,0.023139047,6468,38000,38000,0,1,3828.648261,0.004432,0.023173224
43.019133,-83.71763,0.018236859,6474,0,0,0.010666667,1,3471.755416,0.026452055,0.023170642
43.032583,-83.726404,0.021379813,6720,0,0,0.012226415,1,2496.01423,0.037782759,0.02316486
43.005956,-83.71563,0.01708436,6439,1000,1000,0.001666667,1,5938.530344,0.012711538,0.023162708
43.008534,-83.726647,0.018184981,6601,10500,10500,0.004727273,1,3186.298523,0.005576923,0.023156594
43.018643,-83.718836,0.020651286,6694,0,0,0.00075,1,3250.537747,0.033109589,0.023150136
42.988332,-83.770425,0.01964536,6705,0,0,0,0,5660.71155,0,0.023145443
43.009899,-83.728404,0.018732991,6716,0,0,0.003888889,1,2638.146462,0.003824074,0.023140838
43.002172,-83.717475,0.021750153,6488,0,0,0.2618,1,4848.742067,0.015594059,0.023138222
43.040683,-83.727194,0.02352752,6388,500,500,0.006454545,1,1599.249999,0.014638655,0.023122694
43.001301,-83.728011,0.019074327,6615,3500,3500,0.002142857,1,2495.463677,0.003868421,0.023110932
43.001301,-83.728011,0.019074327,6574,0,0,0.002142857,1,2495.463677,0.003868421,0.023110932
43.032562,-83.731682,0.020759236,6404,12332,12332,0.064321429,1,1765.363691,0.0192,0.023110885
42.992809,-83.726986,0.019063135,6531,100,100,0.005125,1,1627.293602,0.026298013,0.023098295
43.006218,-83.728138,0.018444733,6574,0,0,0.003333333,1,2817.318353,0.006071429,0.023093202
43.055003,-83.72199,0.0183999,6348,4600,4600,0.001,1,3076.938881,0.00104878,0.023090869
42.985767,-83.762163,0.020647009,6709,0,0,0,0,4667.499615,0,0.023089566
43.032156,-83.72604,0.01867909,6566,19000,19000,0.012226415,1,2674.159634,0.036940397,0.023086548
43.057919,-83.729836,0.016918249,6446,0,0,9.00E-04,1,1040.061874,0.001638298,0.023083613
43.029581,-83.733307,0.021501089,6642,0,0,0.00125,1,1549.927486,0.086297872,0.023078402
43.004553,-83.712754,0.015615897,6401,10500,10500,0.0025,1,6083.279956,0.005913462,0.023072056
42.998802,-83.726708,0.017896927,6679,18000,18000,0.003,1,2114.919047,0.01105303,0.02307111
43.003691,-83.712009,0.016044251,6341,0,0,0.001266667,1,5821.853175,0.01158,0.023067733
42.998922,-83.713797,0.016000836,6730,0,0,0.0028,1,4019.720965,0.002866667,0.023062624
43.016007,-83.720164,0.020037119,6702,0,0,0.00425,1,3456.991465,0.021064815,0.023060408
43.021649,-83.71556,0.017835166,6461,0,0,0.003470588,1,3790.358464,0.005203704,0.02305846
42.995789,-83.720877,0.070299794,6605,272500,272500,0.177666667,1,2721.381067,0.07811,0.02303629
43.034548,-83.727526,0.022614081,6419,7800,7800,0.007806452,1,1812.308403,0.0151,0.023034362
42.993073,-83.726682,0.018842745,6517,0,0,0.005125,1,1711.001864,0.022442029,0.023025213
43.005758,-83.731652,0.138230028,6280,0,0,0.910083333,1,1939.375227,0.184327869,0.023016415
43.035135,-83.70625,0.016325395,6348,2000,2000,0.0338,1,7240.229469,0.013493151,0.02301425
43.037564,-83.712315,0.018212462,6651,1500,1500,0.001666667,1,5574.611021,0.015138889,0.023000602
43.026342,-83.714567,0.017503156,6594,0,0,0.0045,1,4063.035973,0.010106383,0.022993867
43.049994,-83.739812,0.0263377,6583,0,0,0.000333333,0,1710.189546,0,0.022992267
43.03988,-83.707108,0.015952888,6334,6000,6000,0.0086,1,6961.617035,0.012123288,0.022983253
43.014225,-83.716376,0.018811233,6376,5200,5200,0.015863636,1,4660.298487,0.033527778,0.022977538
43.030063,-83.732574,0.020167641,6574,0,0,0.002,1,1739.842406,0.099571429,0.022970125
43.01029,-83.725329,0.01775568,6758,0,0,0.010625,1,3273.548291,0.006533333,0.022966041
42.998599,-83.721367,0.020962247,6677,29900,29900,0.042037037,1,3329.661971,0.031547945,0.022962214
43.015692,-83.720189,0.020031302,6740,34000,34000,0.00425,1,3514.012277,0.031110169,0.022954133
43.008718,-83.728224,0.018227876,6684,16500,16500,0.012,1,2759.693062,0.003883495,0.022953899
43.032361,-83.704728,0.018202977,6344,500,500,0.002333333,1,7279.430433,0.007116279,0.022948518
43.053356,-83.728137,0.020711831,6364,0,0,0.0015,1,1426.281821,0.002674157,0.022945126
43.029964,-83.732258,0.020298076,6688,0,0,0.002,1,1781.366181,0.100441441,0.022938879
43.029964,-83.732258,0.020298076,6671,0,0,0.002,1,1781.366181,0.100441441,0.022938879
42.984905,-83.70429,0.009167449,6100,19750,19750,0.001071429,1,1395.586011,0.003,0.0229375
43.01506,-83.71828,0.018901,6328,0,0,0.015863636,1,4067.534208,0.041293651,0.022935983
43.028771,-83.712721,0.016562692,6624,7000,7000,0,1,4797.790636,0.007469697,0.022934891
43.030556,-83.736039,0.024174803,6516,27900,27900,0.003636364,1,862.5782755,0.068590909,0.022931768
43.012647,-83.730131,0.020567656,6307,0,0,0.001214286,1,1768.003237,0.006993902,0.022925481
42.996723,-83.720549,0.028721727,6306,220000,220000,0.208714286,1,3065.123276,0.090585106,0.02291647
43.030183,-83.710788,0.016620439,6462,11924,11924,0.008111111,1,5475.641326,0.018081081,0.022913887
42.999141,-83.725192,0.01830655,6749,9000,9000,0.002538462,1,2515.078207,0.018283465,0.022892007
42.999447,-83.722024,0.019611307,6634,39900,39900,0.004363636,1,3299.245603,0.021349315,0.022887073
42.999891,-83.722126,0.019622865,6688,0,0,0.000714286,1,3354.169987,0.013715447,0.022883781
43.019508,-83.717041,0.018115221,6588,7000,7000,0.001214286,1,3572.447819,0.010153846,0.02288186
42.991047,-83.727382,0.018294887,6686,0,0,0.021617647,1,1446.481776,0.014280374,0.022881321
42.994549,-83.727144,0.018841419,6709,0,0,0.024235955,1,1550.899032,0.019868056,0.022867247
42.994549,-83.727144,0.018841419,6652,0,0,0.024235955,1,1550.899032,0.019868056,0.022867247
43.037658,-83.723271,0.019723352,6337,0,0,0.0025,1,2645.504292,0.007526316,0.02286392
42.9949,-83.728397,0.016649834,6285,4000,4000,0.002428571,1,1214.72443,0.031635294,0.02285771
43.03436,-83.728169,0.021784182,6470,6500,6500,0.006933333,1,1713.884958,0.022434783,0.022852671
43.00532,-83.712737,0.015563327,6337,10000,10000,0.001,1,6358.13242,0.008129032,0.022852502
43.032359,-83.737397,0.022618252,6685,0,0,4.00E-04,1,235.865716,0.005318681,0.022846581
43.032359,-83.737397,0.022618252,6625,0,0,4.00E-04,1,235.865716,0.005318681,0.022846581
43.005669,-83.728139,0.018439055,6574,0,0,0.003333333,1,2725.462745,0.005461538,0.022844451
43.005559,-83.735914,0.022194636,6236,0,0,0.0386,1,1014.816092,0.000636364,0.022839903
43.000579,-83.715279,0.016442482,6565,20100,20100,0.0046,1,4542.962674,0.005266667,0.022838597
43.036223,-83.71972,0.019258502,6695,14481,14481,0.002352941,1,3617.341107,0.028246377,0.022838581
43.036227,-83.719501,0.018787388,6586,0,0,0.002352941,1,3675.391452,0.028246377,0.022823273
43.036227,-83.719501,0.018787388,6574,0,0,0.002352941,1,3675.391452,0.028246377,0.022823273
43.035667,-83.718036,0.020153978,6601,0,0,0.012,1,4089.757376,0.029641791,0.022818591
43.005041,-83.728142,0.018689894,6574,0,0,0.005135135,1,2634.668646,0.005554545,0.022817915
43.036727,-83.728066,0.021749448,6455,3000,3000,0.006909091,1,1380.673313,0.01317284,0.022817387
43.002295,-83.717058,0.018722154,6630,5500,5500,0.2618,1,4967.321742,0.015037383,0.022816139
42.98264,-83.691233,0.011516731,6104,1700,1700,0.002285714,1,541.1543644,0.007,0.022806452
43.034446,-83.716994,0.019404517,6574,0,0,0.006733333,1,4448.207414,0.00525,0.022805921
43.035673,-83.717553,0.019903688,6561,17220,17220,0.012,1,4217.239026,0.029220588,0.022801883
43.03703,-83.71706,0.019936437,6712,15500,15500,0.004,1,4308.150094,0.019266667,0.022798852
43.03703,-83.71706,0.019936437,6737,0,0,0.004,1,4308.150094,0.019266667,0.022798852
43.034453,-83.716516,0.01847776,6653,1200,1200,0.006733333,1,4571.968181,0.005756757,0.022796836
43.00189,-83.716585,0.018515176,6624,7500,7500,0.0046,1,4990.660033,0.01297541,0.02279578
43.004242,-83.727796,0.018806658,6574,0,0,0.004545455,1,2630.901401,0.005593407,0.022781972
43.040882,-83.736474,0.023143579,6580,22960,22960,0,0,879.4248739,0,0.022774902
43.036998,-83.727077,0.023583849,6441,0,0,0.0027,1,1632.846082,0.014847458,0.022774796
43.054394,-83.729226,0.018418815,6425,600,600,0.002685714,1,1140.268799,0.002066038,0.022768868
42.99605,-83.732126,0.015393065,6237,0,0,0.030354167,1,370.0858844,0.002125,0.022768477
43.034608,-83.715596,0.018475773,6649,0,0,0.001166667,1,4799.946402,0.010795918,0.022760771
43.034608,-83.715596,0.018475773,6649,0,0,0.001166667,1,4799.946402,0.010795918,0.022760771
43.002842,-83.719084,0.021620993,6436,5100,5100,0.002,1,4629.39985,0.02109589,0.0227606
43.009948,-83.72445,0.018344351,6677,0,0,0.010625,1,3530.871078,0.004259259,0.022752597
43.032578,-83.737046,0.023174669,6715,0,0,4.00E-04,1,339.2120436,0.005,0.022748644
42.997154,-83.734064,0.020190932,6295,11500,11500,0.000545455,1,688.032521,0.013978417,0.022744141
43.055299,-83.727934,0.021287691,6398,11924,11924,0.003541667,1,1489.910334,0.002154545,0.022737834
43.01026,-83.724364,0.018327116,6756,22000,22000,0.010625,1,3473.103307,0.004891566,0.02273185
43.00129,-83.710244,0.014885232,6450,60000,60000,0.006611111,1,5134.333021,0.009764045,0.022726081
43.000474,-83.721728,0.020226178,6658,1000,1000,0.001,1,3555.979657,0.0064,0.022724579
43.056012,-83.727516,0.020132388,6427,7000,7000,0.003541667,1,1605.054883,0.002408696,0.022721462
43.024376,-83.714359,0.017191399,6712,0,0,0.008,1,4024.408374,0.011780488,0.022720524
43.039497,-83.736311,0.023265153,6751,500,500,0,0,678.8361017,4.00E-04,0.022716085
43.039497,-83.736311,0.023265153,6730,0,0,0,0,678.8361017,4.00E-04,0.022716085
43.005033,-83.727153,0.018406139,6574,0,0,0.005135135,1,2882.38544,0.005336735,0.022708904
43.00131,-83.714896,0.01579445,6757,5000,5000,0.0024,1,4820.441262,0.008563025,0.022696855
43.019025,-83.717278,0.018258557,6586,0,0,0.010666667,1,3573.768032,0.026914286,0.022695213
42.983712,-83.690759,0.011893824,6082,400,400,0.032833333,1,859.7728618,0.007,0.0226875
43.032117,-83.736373,0.023186635,6714,7300,7300,4.00E-04,1,517.2304524,0.005495495,0.022686642
43.009001,-83.724387,0.018201057,6712,54000,54000,0.000666667,1,3746.949227,0.006081395,0.022682261
43.052874,-83.726183,0.020328511,6378,15500,15500,0.00625,1,1946.154086,0.00713253,0.022681235
43.017358,-83.76384,0.012832006,6251,0,0,0,0,6789.178337,0,0.022680711
43.034371,-83.719024,0.019274321,6531,0,0,0.002571429,1,3929.961707,0.029343284,0.022676692
43.033828,-83.730412,0.023489048,6525,53000,53000,0.0025,1,1465.129428,0.029316667,0.022667587
43.0304,-83.711324,0.01729611,6658,0,0,0.008166667,1,5380.043965,0.013923077,0.022660429
43.024567,-83.71403,0.01695438,6684,4000,4000,0.008,1,4115.763977,0.011166667,0.022648757
43.001549,-83.715065,0.0159613,6685,100,100,0.0024,1,4900.848229,0.012808,0.02263772
43.001549,-83.715065,0.0159613,6685,0,0,0.0024,1,4900.848229,0.012808,0.02263772
43.026735,-83.696321,0.015053131,6552,0,0,0.0055,1,8903.649747,0.000448276,0.022621345
43.004918,-83.709191,0.015973322,6413,3000,3000,0.01615625,1,6470.686914,0.01012987,0.022616343
43.03346,-83.710987,0.017581836,6623,0,0,0.031473684,1,6028.457555,0.015454545,0.02261167
43.009945,-83.72413,0.01827143,6674,1000,1000,0.010625,1,3595.531972,0.004606061,0.022607684
43.009945,-83.72413,0.01827143,6574,0,0,0.010625,1,3595.531972,0.004606061,0.022607684
43.019308,-83.716339,0.016900408,6574,0,0,0.001214286,1,3773.643219,0.009059524,0.022595885
43.002113,-83.723648,0.019713024,6674,5000,5000,0.001125,1,3531.413048,0.006315789,0.022593671
43.03572,-83.734368,0.023559559,6658,8500,8500,0,1,641.2399042,0.005352113,0.022593248
43.004902,-83.727177,0.017693629,6313,4500,4500,0.005135135,1,2861.115907,0.00425,0.022592781
43.049008,-83.729497,0.019288451,6386,0,0,0.00875,1,1041.814726,0.11803125,0.022590873
43.007693,-83.724986,0.017280456,6748,38500,38500,0.004833333,1,3683.647352,0.005305882,0.02258383
43.027297,-83.705268,0.01875064,6478,3000,3000,0.0025,1,6568.608131,0.012552632,0.022580962
43.021928,-83.71549,0.017546637,6574,0,0,0.003470588,1,3787.931059,0.007310345,0.022577515
43.009387,-83.723594,0.018832123,6537,19200,19200,0.000777778,1,3837.812149,0.004926471,0.022576046
43.041868,-83.72987,0.020879162,6484,2600,2600,0.0042,1,893.1214638,0.0073625,0.022572792
43.058305,-83.731212,0.015549346,6566,100,100,0.002416667,1,773.3544138,0.001458824,0.022559714
43.005287,-83.716912,0.019313399,6619,23000,23000,0,1,5551.478788,0.021346154,0.022556969
43.028903,-83.711597,0.01702808,6547,0,0,0.008166667,1,5095.278328,0.015820896,0.022555994
43.001149,-83.724633,0.018134033,6747,12700,12700,0.035222222,1,3096.948803,0.007283784,0.022554666
43.058488,-83.729861,0.016145343,6554,69932,69932,9.00E-04,1,1115.148559,0.001769231,0.022552216
43.058488,-83.729861,0.016145343,6665,0,0,9.00E-04,1,1115.148559,0.001769231,0.022552216
43.058488,-83.729861,0.016145343,6653,0,0,9.00E-04,1,1115.148559,0.001769231,0.022552216
43.002662,-83.715787,0.016629909,6615,0,0,0.002833333,1,5284.557254,0.01660177,0.022549058
43.026075,-83.713709,0.01679889,6574,0,0,0.0045,1,4268.169117,0.010789474,0.02254599
43.033654,-83.712235,0.016889046,6472,8000,8000,0.031473684,1,5752.773677,0.015168539,0.022540425
43.057917,-83.728646,0.018421424,6484,2800,2800,0.000444444,1,1346.178806,0.001446602,0.022538537
43.056818,-83.730844,0.016914637,6400,11890,11890,9.00E-04,1,719.6053488,0.001436782,0.022524096
43.004497,-83.72468,0.01799379,6562,0,0,0.004727273,1,3460.527611,0.004632184,0.022521368
43.034831,-83.709356,0.017453186,6552,0,0,0.0165,1,6430.05034,0.007815789,0.02251989
43.00039,-83.720395,0.021989754,6607,0,0,0,1,3846.29248,0.004136691,0.022517972
43.044477,-83.738492,0.024467837,6743,9324,9324,0,0,1391.113472,0,0.022517957
43.044477,-83.738492,0.024467837,6604,5000,5000,0,0,1391.113472,0,0.022517957
43.019536,-83.72714,0.016135216,6279,8000,8000,0.034583333,1,1191.88715,0.022139241,0.022517078
43.000368,-83.711821,0.015277369,6750,110000,110000,5.00E-04,1,4673.374173,0.00895283,0.022511283
43.056505,-83.72693,0.019677474,6531,0,0,0.0012,1,1764.030539,0.00197479,0.022500722
43.004465,-83.707595,0.015315167,6349,115000,115000,0.01615625,1,6475.823959,0.014517857,0.022492974
43.025765,-83.713694,0.0168015,6629,0,0,0.0045,1,4252.698853,0.010564103,0.022491566
43.005831,-83.709341,0.015780341,6425,0,0,0.01615625,1,6771.937178,0.014152778,0.022491452
43.011108,-83.71816,0.017509998,6379,46000,46000,0.038169643,1,4720.690745,0.010479167,0.022489389
43.033389,-83.709887,0.017444875,6678,0,0,0.008166667,1,6256.57013,0.015844444,0.022489065
43.034365,-83.713008,0.017183675,6666,0,0,0.004833333,1,5495.601124,0.017215054,0.022486963
43.034365,-83.713008,0.017183675,6574,0,0,0.004833333,1,5495.601124,0.017215054,0.022486963
43.055743,-83.730538,0.01679813,6475,0,0,0.001058824,1,796.1767697,0.001495413,0.022485112
43.004038,-83.716261,0.017432649,6749,9000,9000,0.0056,1,5496.057713,0.021518072,0.022480764
43.002212,-83.714963,0.015729715,6653,100,100,0.0024,1,5143.989085,0.017875,0.022478265
43.002212,-83.714963,0.015729715,6656,0,0,0.0024,1,5143.989085,0.017875,0.022478265
43.000469,-83.733613,0.020098666,6303,0,0,0.002,1,1169.624314,0.007318841,0.02247782
43.032649,-83.712401,0.01892002,6748,0,0,0.037714286,1,5549.19308,0.034859375,0.022475415
43.029848,-83.708441,0.016956469,6715,0,0,0.021136364,1,6006.485397,0.022984615,0.022474414
43.00332,-83.716213,0.017308221,6750,1000,1000,0.001758621,1,5358.110295,0.018277228,0.022469169
42.998105,-83.721306,0.021864454,6672,16000,16000,0.0012,1,3282.951216,0.030141935,0.022467857
43.023452,-83.713867,0.017018138,6526,46000,46000,0.002,1,4155.747193,0.010478261,0.022453959
43.057044,-83.730557,0.016332593,6488,0,0,9.00E-04,1,797.3934311,0.0015,0.022452009
43.055057,-83.731432,0.018461232,6387,0,0,0.000818182,1,553.9485171,0.001442623,0.022449601
43.036394,-83.71352,0.016816649,6574,0,0,0.008818182,1,5263.818358,0.014691358,0.022449429
43.001789,-83.72529,0.018157891,6625,2500,2500,0,1,3146.859957,0.007013158,0.022448407
43.033175,-83.734769,0.02651201,6632,0,0,0.012666667,1,984.4451768,0.007396694,0.022447921
43.033175,-83.734769,0.02651201,6600,0,0,0.012666667,1,984.4451768,0.007396694,0.022447921
43.056472,-83.727306,0.021299589,6373,1000,1000,0.0012,1,1663.392689,0.002252427,0.022446882
43.004553,-83.712754,0.014987404,6323,10000,10000,0.0025,1,6083.279956,0.006010753,0.022446403
43.048529,-83.735815,0.022393456,6688,0,0,5.00E-04,0,649.0792908,0.000111111,0.022445615
43.039618,-83.715137,0.01756204,6636,0,0,0.001714286,1,4814.577236,0.045701493,0.022444277
43.03947,-83.716633,0.023499932,6544,0,0,0.114391304,1,4414.926249,0.087797101,0.022443431
43.029825,-83.696546,0.014725256,6677,0,0,8.00E-04,1,9044.232941,0.003848485,0.022436634
43.034397,-83.70916,0.017461087,6574,0,0,0.00925,1,6505.817037,0.008,0.022436112
43.000556,-83.723224,0.019721864,6750,16500,16500,0.00125,1,3243.600055,0.005709302,0.02242532
43.002125,-83.71411,0.015524229,6712,34900,34900,0.0009375,1,5146.221671,0.010151079,0.022414043
43.008959,-83.723726,0.01832167,6611,14000,14000,0.000777778,1,3918.653978,0.00515493,0.022413778
43.005845,-83.724109,0.018256541,6539,47000,47000,0.0562,1,3748.589358,0.011367816,0.022412007
43.049008,-83.729497,0.019072997,6450,6100,6100,0.00875,1,1041.814726,0.11344,0.022409681
43.002735,-83.726505,0.017932079,6574,0,0,0.009,1,2879.582714,0.003675676,0.022402609
43.040488,-83.722991,0.01971676,6434,0,0,0,1,2721.073058,0.020208333,0.022401205
43.000443,-83.734647,0.01924642,6237,32000,32000,0.002,1,932.0288972,0.001,0.022399113
43.000443,-83.734647,0.01924642,6237,10400,10400,0.002,1,932.0288972,0.001,0.022399113
43.004147,-83.715838,0.016728956,6755,7500,7500,0.0056,1,5611.194155,0.020712644,0.022397113
43.004147,-83.715838,0.016728956,6574,0,0,0.0056,1,5611.194155,0.020712644,0.022397113
43.033327,-83.734247,0.023591306,6583,5000,5000,0.012666667,1,1134.267477,0.007459016,0.022396604
43.005642,-83.717427,0.019837851,6530,0,0,0.073473684,1,5444.451024,0.027390244,0.022395846
43.018479,-83.70816,0.016348159,6419,1900,1900,0.0035,1,5956.068167,0.017804878,0.022394089
43.043426,-83.739291,0.025746852,6737,13000,13000,0,0,1612.72939,0,0.022390855
42.999747,-83.710818,0.014838496,6619,72900,72900,0.00856,1,4555.65705,0.005630952,0.022388865
43.009227,-83.723662,0.018570608,6601,5000,5000,0.000777778,1,3863.801794,0.005072464,0.022388221
43.009227,-83.723662,0.018570608,6583,0,0,0.000777778,1,3863.801794,0.005072464,0.022388221
42.984225,-83.694943,0.010763928,6083,20000,20000,0.0091875,1,1108.637919,0.007,0.022375
42.983779,-83.691887,0.011416958,6064,9111,9111,0.032833333,1,975.1591741,0.007,0.022375
43.056798,-83.722241,0.017827516,6517,100,100,0.001375,1,3018.481754,0.002892857,0.022374905
43.022028,-83.724373,0.015048176,6280,0,0,0.006518519,1,1441.176166,0.005520833,0.022373584
43.043661,-83.739298,0.025741621,6639,30000,30000,0,0,1612.792131,0,0.022373483
43.003878,-83.710437,0.014241121,6323,18010,18010,0.006,1,6004.177912,0.011304348,0.022371177
43.056407,-83.729493,0.017462667,6391,8000,8000,0.001058824,1,1078.645253,0.002180851,0.02236846
43.057003,-83.731586,0.017380784,6702,100,100,0.002416667,1,522.2172942,0.001278351,0.022363204
43.048042,-83.729096,0.021044442,6471,0,0,0.0269,1,1144.319838,0.116770833,0.022358113
43.048042,-83.729096,0.021044442,6471,0,0,0.0269,1,1144.319838,0.116770833,0.022358113
43.024838,-83.727505,0.016438195,6278,0,0,0.006571429,1,608.4549137,0.005847458,0.022353507
