Latitude,Longitude,LeadLevel,Month,SalesPrice,LoanAmount,CensusBlock,InService,DistToBoundary
43.06564,-83.725036,0,55,58000,58000,0.000230769,1,2223.182043
43.053112,-83.637308,0,68,58000,58000,5.88E-05,0,764.5850793
43.032626,-83.523407,0,151,58000,58000,0,0,26842.22016
43.034139,-83.523415,0,178,58000,58000,0,0,26703.05563
43.088649,-83.814459,0,156,58000,58000,0,0,22170.12382
43.014944,-83.816518,0,138,58000,58000,0,0,19764.72709
42.939241,-83.656894,0,122,58000,58000,0,0,15574.58199
42.942197,-83.65356,0,166,58000,58000,0,0,14497.59268
43.008194,-83.782185,0,7,58000,58000,0,0,11064.3531
43.071298,-83.584408,0,128,58000,58000,0,0,10826.66981
43.029145,-83.693026,0,164,58000,58000,0,1,9910.181094
43.069148,-83.592432,0,32,58000,58000,0,0,8545.445895
43.056898,-83.59904,0.014173327,221,58000,58000,0,0,5809.625252
42.966611,-83.675795,0,60,58000,58000,0,0,5308.274074
43.080865,-83.747274,0,176,58000,58000,0,0,4239.493126
43.079107,-83.739851,0,105,58000,58000,0,0,2251.38077
43.077878,-83.740761,0,115,58000,58000,0,0,2188.524762
43.062491,-83.737913,0,84,58000,58000,0,0,699.6874776
43.024531,-83.737486,0,69,58000,58000,0,0,569.8149958
43.06338,-83.623841,0,177,58000,58000,0,0,475.0979093
43.003118,-83.713406,0,118,57979,57979,0.0302,1,5536.17321
43.060639,-83.652527,0,46,57960,57960,0.000285714,1,401.5336858
43.024472,-83.709814,0,54,57950,57950,0.0025,1,5240.128505
43.013592,-83.71974,0,114,57916,57916,0.038169643,1,4015.649106
43.112961,-83.752565,0,57,57900,57900,0.098,0,14365.84963
43.061249,-83.737555,0,20,57900,57900,0.013,0,245.980755
43.06765,-83.651841,0,15,57900,57900,0.011965517,1,153.8727351
42.988702,-83.66297,0,32,57900,57900,0.008658537,1,2448.334001
43.007042,-83.731612,0,106,57900,57900,0.007166667,1,1996.80638
42.997697,-83.731621,0,85,57900,57900,0.005533333,1,966.6713415
43.028812,-83.720874,0,46,57900,57900,0.004666667,1,2895.640042
43.055863,-83.725082,0,45,57900,57900,0.003,1,2254.781854
43.00099,-83.732229,0,105,57900,57900,0.002428571,1,1419.471155
43.02564,-83.725924,0,19,57900,57900,0.001666667,1,1122.370629
43.002141,-83.718849,0,88,57900,57900,0.0013,1,4533.027581
42.985564,-83.703857,0,117,57900,57900,0.001071429,1,1633.90434
43.055024,-83.721073,0,64,57900,57900,0.001,1,3322.096149
43.007943,-83.73262,0,102,57900,57900,0.001,1,1666.019605
43.06524,-83.718701,0,56,57900,57900,0.000363636,1,3761.327755
43.054051,-83.646663,0,174,57900,57900,2.00E-04,0,408.6882885
43.061098,-83.589051,0,53,57900,57900,0,0,8708.970561
43.027444,-83.765897,0,119,57900,57900,0,0,6198.755223
43.063775,-83.613221,0,170,57900,57900,0,0,2663.001306
43.065082,-83.744835,0,29,57900,57900,0,0,2459.154456
43.051682,-83.634029,0,118,57900,57900,0,0,580.778085
42.983615,-83.670536,0,154,57896,57896,0.002,1,615.6274057
43.042939,-83.653325,0,172,57871,57871,0,1,2956.101155
43.00711,-83.735811,0,162,57848,57848,0.003444444,1,892.1628814
43.016141,-83.713548,0,23,57824,57824,0.005772727,1,4926.87057
42.982781,-83.666514,0,178,57819,57819,0.005,1,295.7626391
43.023923,-83.725756,0,114,57800,57800,0.011666667,1,973.3408689
42.988886,-83.642619,0,112,57800,57800,0.000333333,0,330.669466
42.966611,-83.677105,0,94,57793,57793,0,0,5058.131639
43.052498,-83.652764,0,120,57761,57761,0.000777778,1,556.9980852
43.058886,-83.656553,0,120,57756,57756,0.0025,1,1493.22006
43.017386,-83.659163,0,182,57753,57753,0.011313869,1,6292.927325
43.004413,-83.736536,0,136,57749,57749,0.005666667,1,743.4388172
42.988708,-83.661887,0,109,57748,57748,0.008658537,1,2237.660768
43.018617,-83.697197,0,30,57720,57720,0.007625,1,8813.809139
42.989243,-83.698342,0,40,57700,57700,0.015666667,1,2951.397793
43.013263,-83.675883,0,169,57692,57692,0.000857143,1,9100.401926
43.021189,-83.681313,0,157,57658,57658,0.002079545,1,11716.92814
43.00125,-83.720754,0,83,57650,57650,4.00E-04,1,3928.95809
43.023568,-83.715788,0,98,57616,57616,0.009,1,3640.858058
42.990071,-83.681165,0,170,57609,57609,0,1,3020.553271
43.031828,-83.725031,0,170,57603,57603,0.012226415,1,2952.13011
43.056067,-83.61494,0,163,57602,57602,0,0,1555.810625
43.036193,-83.511239,0,122,57600,57600,0.006,0,29723.11417
42.984464,-83.700375,0,110,57600,57600,0.001210526,1,1218.45161
43.056552,-83.726323,0,29,57600,57600,0.0012,1,1926.465978
43.007773,-83.643102,0,86,57600,57600,0.000266667,1,1351.915692
43.065014,-83.741922,0,18,57600,57600,0,0,1930.1833
43.064067,-83.726618,0,67,57593,57593,0.000166667,1,1796.220137
43.030968,-83.689595,0.009241654,206,57574,57574,8.00E-05,1,10948.49971
42.986419,-83.683538,0,87,57561,57561,0.000821429,1,1717.324242
43.066085,-83.710671,0,18,57546,57546,0.008923077,1,3447.16573
42.981411,-83.655851,0,168,57532,57532,0.017181818,0,248.5625215
43.007694,-83.647832,0,167,57523,57523,0.000647059,1,1644.120701
43.032943,-83.73589,0,56,57500,57500,0.016428571,1,673.2718415
43.026868,-83.724854,0,15,57500,57500,0.009384615,1,1624.075244
42.985818,-83.70171,0,99,57500,57500,0.006928571,1,1717.445691
43.020028,-83.658576,0,83,57500,57500,0.005945946,1,6292.53262
43.02685,-83.726317,0,22,57500,57500,0.0048,1,1351.427011
43.016506,-83.664239,0,189,57500,57500,0.004310345,1,7016.402265
43.002361,-83.801405,0,31,57500,57500,0.003,0,13676.18708
43.030814,-83.724632,0,118,57500,57500,0.003,1,2820.401816
43.043807,-83.731907,0,69,57500,57500,0.0026,1,363.5724586
43.059031,-83.652181,0,86,57500,57500,0.0025,1,323.8710773
42.996292,-83.735598,0,80,57500,57500,0.002230769,1,355.3648607
42.988789,-83.700922,0,13,57500,57500,0.002178571,1,2796.768434
42.989934,-83.689064,0,39,57500,57500,0.002,1,3086.892813
43.03572,-83.640927,0,63,57500,57500,0.002,1,1446.995859
43.066821,-83.655145,0,76,57500,57500,0.001111111,1,1044.065482
43.008639,-83.642945,0,39,57500,57500,0.001083333,1,1664.883472
42.950314,-83.688573,0,52,57500,57500,0.001,0,9579.555969
42.989293,-83.683906,0,99,57500,57500,0.001,1,2768.807122
42.989293,-83.683906,0,83,57500,57500,0.001,1,2768.807122
43.062475,-83.724028,0,51,57500,57500,0.001,1,2474.240568
42.990717,-83.688221,0,15,57500,57500,0.000923077,1,3357.826272
42.951457,-83.693263,0.010600378,202,57500,57500,0.000727273,0,9137.649693
43.078277,-83.755907,0,139,57500,57500,0.000666667,0,6081.597801
43.017708,-83.746216,0.035913244,217,57500,57500,4.00E-04,0,2579.747714
43.050803,-83.736483,0,23,57500,57500,0.000333333,0,816.5523811
43.006024,-83.646978,0,77,57500,57500,0.000222222,1,1028.852305
43.055111,-83.641293,0.00883838,208,57500,57500,5.88E-05,0,399.5683482
43.000886,-83.790233,0,186,57500,57500,0,0,11622.2913
43.068926,-83.778646,0,24,57500,57500,0,0,11282.21538
43.030521,-83.767252,0,191,57500,57500,0,0,6640.696562
43.070259,-83.612916,0,24,57500,57500,0,0,3934.110033
43.008704,-83.754435,0,134,57500,57500,0,0,3856.315791
42.975464,-83.67043,0,19,57500,57500,0,0,2354.964517
43.034478,-83.631746,0,15,57500,57500,0,0,974.8490565
43.038547,-83.634338,0,39,57500,57500,0,0,416.8679737
43.002004,-83.721277,0,151,57472,57472,0.006,1,3978.255689
43.060622,-83.65458,0,144,57469,57469,0.000285714,1,950.1509903
42.990935,-83.659347,0,81,57447,57447,0.002434783,1,1699.792215
43.015578,-83.714861,0,171,57436,57436,0.004142857,1,4730.849358
42.950311,-83.688381,0,127,57407,57407,0.001,0,9583.272794
42.996887,-83.73176,0,114,57402,57402,0.006424242,1,682.029595
43.017172,-83.720715,0,163,57386,57386,0.031666667,1,3101.885321
43.037083,-83.649286,0,90,57373,57373,0.012857143,1,3585.474432
43.019399,-83.724478,0,46,57370,57370,0.025681818,1,1815.759217
43.004828,-83.737058,0,58,57350,57350,0.0055,1,866.0021459
43.039036,-83.635946,0,178,57342,57342,0.000736842,1,10.80412679
43.031054,-83.691835,0,175,57330,57330,0.000666667,1,10375.10653
42.989496,-83.701991,0,133,57329,57329,0.037926829,1,3058.882533
42.986256,-83.695404,0,92,57300,57300,0.003714286,1,1850.656569
43.033495,-83.656965,0,176,57287,57287,0.002545455,1,5704.39338
42.991123,-83.70489,0,175,57280,57280,0.004090909,1,3503.137179
43.022189,-83.664411,0,122,57256,57256,0.002818182,1,7847.295799
43.004868,-83.642985,0,96,57250,57250,0.001333333,1,293.0214819
43.014944,-83.816518,0,112,57247,57247,0,0,19764.72709
42.970251,-83.67101,0,122,57210,57210,0,0,4251.625535
42.982512,-83.650568,0,95,57204,57204,0.001,0,831.7589273
42.991636,-83.704862,0,65,57200,57200,0.004090909,1,3571.290611
43.058357,-83.727661,0,19,57200,57200,0.000444444,1,1630.838583
43.066821,-83.655145,0,183,57195,57195,0.001111111,1,1044.065482
43.004562,-83.638584,0.010029193,215,57188,57188,0.004,1,119.8509714
42.993491,-83.659437,0,171,57128,57128,5.00E-04,1,2255.230987
43.033871,-83.734369,0,20,57124,57124,0.015066667,1,1181.715634
42.985261,-83.659421,0,96,57100,57100,0.005702703,1,1173.880809
43.070161,-83.721392,0,33,57100,57100,0.003133333,1,2062.008962
43.063471,-83.727791,0,44,57100,57100,0.0015,1,1481.168645
43.016003,-83.716882,0,159,57084,57084,0.004142857,1,4193.386393
43.027204,-83.715803,0,161,57071,57071,0.007266667,1,3827.808891
43.016109,-83.720474,0,100,57070,57070,0.00425,1,3367.23153
43.02933,-83.726612,0,96,57050,57050,0.012333333,1,2111.032893
43.042409,-83.645026,0,55,57040,57040,0.0033,1,2412.294892
43.026057,-83.711787,0,93,57018,57018,0.046333333,1,4773.096882
43.066766,-83.718117,0,83,57001,57001,0.0045,1,3193.643051
43.010826,-83.73187,0,88,57000,57000,0.042911765,1,1697.770418
43.001494,-83.724322,0,55,57000,57000,0.035222222,1,3244.396778
42.984913,-83.673538,0,152,57000,57000,0.02265625,1,1103.381002
42.98955,-83.708214,0,131,57000,57000,0.0226,1,2497.254419
43.031543,-83.724242,0,20,57000,57000,0.0204,1,3104.652655
43.039334,-83.726207,0,90,57000,57000,0.01755814,1,1855.983709
43.065005,-83.720824,0,73,57000,57000,0.011242424,1,3346.962608
43.027461,-83.725796,0,23,57000,57000,0.009384615,1,1613.074189
42.997446,-83.727433,0,25,57000,57000,0.007578947,1,1679.453795
43.023971,-83.665013,0,45,57000,57000,0.0069,1,7958.120648
43.072625,-83.72189,0,41,57000,57000,0.00625,1,1236.303486
43.001928,-83.721561,0,91,57000,57000,0.006,1,3901.590505
43.012953,-83.673595,0,4,57000,57000,0.005857143,1,8491.026723
43.029713,-83.638876,0,22,57000,57000,0.004777778,1,898.523841
42.995538,-83.69416,0,27,57000,57000,0.004428571,1,5227.818436
43.022966,-83.754664,0,131,57000,57000,0.004,0,3629.616879
43.023046,-83.721628,0,27,57000,57000,0.004,1,2100.847184
43.02133,-83.727554,0,134,57000,57000,0.004,1,742.483686
43.029913,-83.733751,0,17,57000,57000,0.003636364,1,1501.767269
43.037119,-83.646827,0,18,57000,57000,0.0035,1,2927.978949
43.005889,-83.72814,0,10,57000,57000,0.003333333,1,2760.564079
43.056211,-83.724921,0,22,57000,57000,0.003,1,2299.481522
43.049438,-83.641255,0,87,57000,57000,0.002620192,1,519.3739871
43.033495,-83.656965,0,42,57000,57000,0.002545455,1,5704.39338
43.175574,-83.747386,0,167,57000,57000,0.0025,0,35622.62154
42.988797,-83.699753,0,17,57000,57000,0.002178571,1,2794.784018
42.994885,-83.658491,0,80,57000,57000,0.00203125,1,2497.186822
43.03569,-83.642436,0,116,57000,57000,0.002,1,1832.454142
43.030111,-83.732911,0,94,57000,57000,0.002,1,1652.670733
42.984352,-83.707852,0.012420048,205,57000,57000,0.002,1,1209.06916
43.022523,-83.658608,0,137,57000,57000,0.001888889,1,6294.748732
43.023037,-83.658555,0.012290557,201,57000,57000,0.001888889,1,6279.270649
43.00498,-83.710792,0,81,57000,57000,0.00175,1,6360.455476
43.035002,-83.641219,0,29,57000,57000,0.001333333,1,1550.52108
43.002953,-83.711254,0,119,57000,57000,0.001266667,1,5617.016361
43.000598,-83.723081,0,90,57000,57000,0.00125,1,3283.418543
43.073187,-83.713015,0,79,57000,57000,0.00125,1,854.0817356
43.023843,-83.65667,0,116,57000,57000,0.001217391,1,5753.114629
43.019521,-83.715423,0,44,57000,57000,0.001214286,1,3983.326209
43.063939,-83.651316,0,120,57000,57000,0.001111111,1,47.71104622
43.056448,-83.729945,0,97,57000,57000,0.001058824,1,958.055175
43.131117,-83.57874,0,16,57000,57000,0.001,0,26976.73885
42.951962,-83.688052,0.008122453,203,57000,57000,0.001,0,8987.857456
43.043868,-83.640114,0,53,57000,57000,0.000978723,1,1128.906457
42.990724,-83.688221,0,39,57000,57000,0.000923077,1,3360.372539
43.064149,-83.737604,0,83,57000,57000,0.000857143,0,1139.164822
42.950951,-83.697586,0,127,57000,57000,0.000727273,0,9266.152703
42.952591,-83.6979,0,119,57000,57000,0.000727273,0,8776.346126
42.951488,-83.700914,0,186,57000,57000,0.000727273,0,8373.274076
43.022568,-83.657545,0,95,57000,57000,0.000631579,1,6010.394222
43.059195,-83.707055,0,89,57000,57000,6.00E-04,1,5965.577435
43.03049,-83.691218,0,168,57000,57000,0.000588235,1,10486.01441
43.060235,-83.651638,0,11,57000,57000,0.00052,1,167.7467005
42.962641,-83.707341,0,130,57000,57000,5.00E-04,0,4397.258862
42.993928,-83.655404,0,37,57000,57000,0.000461538,1,1819.164435
42.976451,-83.688857,0,5,57000,57000,0.000428571,0,380.3047708
43.059311,-83.746707,0,64,57000,57000,0.000333333,0,2350.26348
42.976742,-83.703768,0,149,57000,57000,0.000333333,0,1581.187896
43.047181,-83.725685,0,92,57000,57000,0.00025,1,2051.82068
43.059506,-83.609488,0,126,57000,57000,0.000142857,0,3355.914031
43.059593,-83.6159,0,77,57000,57000,0.000142857,0,1799.997115
43.146636,-83.794961,0,127,57000,57000,0,0,30833.06854
43.12049,-83.690585,0,67,57000,57000,0,0,16326.54954
43.012841,-83.787504,0,145,57000,57000,0,0,12816.33162
43.006906,-83.781004,0.009084015,202,57000,57000,0,0,10674.46201
43.047084,-83.597458,0,22,57000,57000,0,0,6357.214456
42.960728,-83.700341,0,190,57000,57000,0,0,5895.15259
43.062729,-83.715837,0,23,57000,57000,0,1,4632.866034
43.072729,-83.618653,0.013673513,217,57000,57000,0,0,3293.124444
43.056066,-83.609643,0,175,57000,57000,0,0,2959.905595
42.994076,-83.74875,0,105,57000,57000,0,0,2944.122761
43.075871,-83.742023,0,55,57000,57000,0,0,2275.443568
42.972663,-83.696869,0,111,57000,57000,0,0,1926.037025
42.976167,-83.705685,0.011454734,206,57000,57000,0,0,1782.653419
43.023353,-83.736295,0,76,57000,57000,0,0,855.1978874
43.022225,-83.733989,0,89,57000,57000,0,0,753.409459
43.050413,-83.629463,0,183,57000,57000,0,0,421.3305642
43.024189,-83.754287,0,131,56999,56999,0.004,0,3347.082992
43.057847,-83.617117,0,181,56999,56999,0,0,1323.615688
43.024474,-83.72611,0,32,56996,56996,0.006571429,1,902.4392933
43.019107,-83.699016,0,88,56965,56965,0.001,1,8304.929884
43.02183,-83.718623,0,183,56958,56958,0.028333333,1,2975.825805
43.052472,-83.654751,0,42,56950,56950,0.003555556,1,1087.966871
43.056474,-83.5875,0,163,56923,56923,0,0,8875.174777
42.987266,-83.6345,0,19,56907,56907,0,0,2558.726516
43.061541,-83.716751,0,83,56900,56900,0.121,1,4337.215125
42.991805,-83.686771,0,96,56900,56900,0.014222222,1,3729.712666
42.986341,-83.664044,0,103,56900,56900,0.008,1,1589.487336
42.999851,-83.658494,0,130,56900,56900,0.00621875,1,3852.899102
42.983176,-83.667118,0,30,56900,56900,0.005,1,440.6164578
42.947732,-83.688369,0,14,56900,56900,0.001,0,10522.10001
43.062614,-83.724032,0,93,56900,56900,0.001,1,2483.334634
42.982071,-83.658803,0,4,56900,56900,0.000827586,1,8.151822008
43.059805,-83.65493,0,24,56900,56900,0.000444444,1,1051.168799
42.966302,-83.703758,0,137,56900,56900,0,0,3730.263371
43.068072,-83.618538,0,123,56900,56900,0,0,2235.829602
42.971956,-83.696492,0,8,56900,56900,0,0,2066.554105
43.039047,-83.739843,0,7,56900,56900,0,0,538.9000734
43.049251,-83.732034,0,47,56900,56900,0,1,364.9462016
43.042783,-83.618872,0.005415275,204,56881,56881,0,0,3121.365345
42.940399,-83.659462,0.012834628,201,56880,56880,0,0,15162.43023
43.008086,-83.735819,0,172,56867,56867,0.001333333,1,817.6982788
42.962397,-83.703655,0,178,56856,56856,0,0,4902.380998
42.951457,-83.693263,0,159,56845,56845,0.000727273,0,9137.649693
42.984023,-83.659385,0,45,56838,56838,0.004652174,1,722.5975656
43.022625,-83.720683,0,138,56820,56820,0.028333333,1,2376.404066
43.030511,-83.658783,0,147,56814,56814,0,1,6214.455946
42.984654,-83.693599,0,161,56804,56804,0.003777778,1,1259.357428
43.04289,-83.662714,0,90,56801,56801,0.001333333,1,4319.989516
43.03453,-83.731096,0,116,56800,56800,0.0516875,1,1152.383895
42.997036,-83.661614,0,126,56800,56800,0.00275,1,3617.433479
43.02829,-83.658572,0,63,56800,56800,0.0012,1,6173.546461
43.061344,-83.746368,0,80,56800,56800,0,0,2256.031671
43.000598,-83.723081,0,143,56792,56792,0.00125,1,3283.418543
43.115738,-83.752604,0,70,56750,56750,0.098,0,15245.25197
43.032193,-83.66268,0,21,56750,56750,0.003,1,7236.858693
43.031168,-83.705233,0,62,56733,56733,0.014,1,6981.304124
43.000224,-83.717026,0,49,56729,56729,0.002285714,1,4379.114451
42.950951,-83.697586,0,136,56726,56726,0.000727273,0,9266.152703
43.0045,-83.711048,0,93,56700,56700,0.00175,1,6173.431978
42.997151,-83.734213,0,16,56700,56700,0.000545455,1,685.1092453
43.0338,-83.523408,0,187,56700,56700,0,0,26734.66129
43.00471,-83.736472,0,41,56700,56700,0,1,852.1177594
43.031384,-83.730576,0,189,56651,56651,0.107977778,1,2089.975889
43.011768,-83.717408,0,95,56650,56650,0.010363636,1,4814.284304
43.060039,-83.657523,0,94,56650,56650,7.00E-04,1,1741.745074
43.033187,-83.723288,0,187,56643,56643,0.016466667,1,3038.004418
43.063828,-83.714883,0,146,56625,56625,0.0013,1,4260.996588
43.018208,-83.713225,0,86,56600,56600,0.005625,1,4692.526563
43.059663,-83.709283,0,80,56600,56600,0.000307692,1,5790.446793
42.998842,-83.725538,0,71,56581,56581,0.002538462,1,2377.332481
43.049071,-83.717141,0,165,56557,56557,0.001333333,1,4344.418681
43.039414,-83.639039,0,171,56542,56542,0.00076,1,835.9140919
42.990955,-83.697716,0,160,56541,56541,0.011,1,3572.629706
43.045899,-83.648268,0,94,56533,56533,0.002090909,1,1797.015557
43.008078,-83.642928,0,130,56515,56515,0.000266667,1,1460.473294
42.990351,-83.704829,0,2,56500,56500,0.069771429,1,3382.365655
42.997266,-83.72938,0,83,56500,56500,0.008545455,1,1207.026535
43.031153,-83.638926,0,29,56500,56500,0.0043,1,900.235502
42.986266,-83.693747,0,2,56500,56500,0.003714286,1,1847.38566
42.989973,-83.686217,0,109,56500,56500,0.003,1,3054.196618
43.004392,-83.732614,0,41,56500,56500,0.0024,1,1447.575688
43.181603,-83.738036,0.017119972,208,56500,56500,0.002,0,37470.27825
43.018333,-83.714332,0,76,56500,56500,0.001461538,1,4399.362707
43.002066,-83.719122,0,22,56500,56500,0.0013,1,4457.166806
42.982936,-83.700184,0,110,56500,56500,0.00102381,1,660.8504129
43.06751,-83.629829,0.012286132,200,56500,56500,0.001,0,677.8960279
43.038965,-83.639229,0,104,56500,56500,0.0009375,1,888.6973309
43.058429,-83.705891,0,95,56500,56500,0.00075,1,6215.222825
42.960736,-83.709544,0,165,56500,56500,5.00E-04,0,4689.686717
42.967081,-83.708447,0,116,56500,56500,0.000333333,0,2789.864221
43.04122,-83.641651,0,18,56500,56500,0.000333333,1,1551.467358
43.046082,-83.653492,0,100,56500,56500,0.000277778,1,1880.602964
43.031437,-83.640629,0,24,56500,56500,0.00025,1,1352.181062
43.078254,-83.597671,0,19,56500,56500,0.000111111,0,8909.48528
43.00639,-83.786507,0,122,56500,56500,0,0,12108.92599
42.968037,-83.67684,0,9,56500,56500,0,0,4752.545446
42.981106,-83.631934,0,79,56500,56500,0,0,4355.159352
43.042684,-83.723891,0,24,56500,56500,0,1,2497.283721
42.996908,-83.727624,0,91,56473,56473,0.005058824,1,1547.24556
42.970529,-83.67072,0,67,56468,56468,0,0,4151.755451
42.975447,-83.671178,0,68,56462,56462,0,0,2357.47705
43.064182,-83.728261,0,106,56439,56439,0.003222222,1,1357.498641
43.076014,-83.738316,0,165,56420,56420,0,0,1317.494597
43.031543,-83.724242,0,142,56417,56417,0.0204,1,3104.652655
43.038998,-83.637661,0,158,56416,56416,0.000736842,1,469.4088931
43.022976,-83.721295,0,24,56404,56404,0.004,1,2192.740334
42.967424,-83.668303,0,31,56404,56404,0.001,0,5295.045276
43.032793,-83.733776,0,55,56400,56400,0.012666667,1,1214.301139
43.014797,-83.636479,0,180,56400,56400,0.002074074,1,442.9722496
43.035419,-83.642426,0,6,56400,56400,0.002,1,1860.890416
43.028021,-83.7326,0,73,56400,56400,0.0015,1,1088.003169
43.062103,-83.735383,0,58,56400,56400,0,0,550.5948042
42.989934,-83.689064,0,116,56394,56394,0.002,1,3086.892813
42.985743,-83.696713,0,170,56391,56391,0.001333333,1,1669.188832
42.992219,-83.74467,0,144,56370,56370,0.0135,0,2150.859369
42.987055,-83.685919,0,176,56360,56360,0.002551724,1,1987.859986
43.052711,-83.7258,0,176,56334,56334,0.00625,1,2047.724181
42.983821,-83.668106,0,36,56329,56329,0.005,1,678.7416603
43.043205,-83.654537,0,136,56328,56328,0,1,2958.182208
43.049133,-83.649121,0,124,56300,56300,0.010736842,1,616.9315712
42.995328,-83.656855,0,130,56295,56295,0.004368421,1,2441.796069
43.033204,-83.733861,0,84,56270,56270,0.012666667,1,1220.700381
43.016676,-83.715657,0,70,56261,56261,0.00125,1,4339.852408
43.07673,-83.731578,0,102,56250,56250,5.00E-04,0,622.2878154
43.033509,-83.732019,0,108,56250,56250,0.000222222,1,1416.094829
43.088965,-83.830714,0,192,56250,56250,0,0,26441.27291
43.099014,-83.71165,0,57,56250,56250,0,0,7337.721711
42.969263,-83.704054,0,181,56250,56250,0,0,2943.029823
43.045911,-83.798773,0,142,56244,56244,0,0,15625.48211
43.022835,-83.737146,0,127,56238,56238,0,0,1113.404091
43.002628,-83.71306,0,91,56233,56233,0.0302,1,5380.068531
42.983257,-83.695656,0,11,56200,56200,0.008166667,1,758.8772293
42.997943,-83.692056,0,171,56196,56196,0.0032,1,6051.226373
43.019289,-83.660367,0,191,56188,56188,0.009190476,1,6773.339196
42.961786,-83.673429,0,39,56187,56187,0,0,7024.411686
43.043256,-83.715583,0,84,56180,56180,0.007375,1,4721.984091
43.007755,-83.732592,0,124,56180,56180,0.001,1,1687.294521
43.003251,-83.713508,0,141,56176,56176,0.0302,1,5578.641453
43.016965,-83.63712,0,183,56174,56174,0.001034483,1,586.0474801
43.018696,-83.714522,0,119,56162,56162,0.001461538,1,4305.873245
43.043247,-83.650293,0,22,56155,56155,0.0028,1,2759.983707
42.988312,-83.690353,0,71,56130,56130,0.0025,1,2518.122389
43.004093,-83.712761,0,107,56121,56121,0.306,1,5918.829883
42.984042,-83.658034,0,147,56113,56113,0.004652174,1,722.0858091
42.988805,-83.697956,0,178,56107,56107,0.0015,1,2790.175946
43.01773,-83.71569,0,10,56100,56100,0.034230769,1,4152.416271
43.03258,-83.639629,0,104,56100,56100,0.00175,1,1072.522733
43.051453,-83.653984,0,36,56100,56100,5.00E-04,1,879.8334962
42.98358,-83.673356,0,138,56097,56097,0.00115,1,616.7635771
43.048529,-83.735815,0,97,56070,56070,5.00E-04,0,649.0792908
43.175851,-83.747381,0.022176159,209,56057,56057,0.0025,0,35721.87863
43.043105,-83.750292,0,106,56048,56048,0.000538462,0,3655.759477
43.002066,-83.719122,0,125,56045,56045,0.0013,1,4457.166806
43.037829,-83.727418,0,141,56041,56041,0.0027,1,1536.423066
43.062103,-83.735383,0,132,56031,56031,0,0,550.5948042
43.029913,-83.733751,0,133,56008,56008,0.003636364,1,1501.767269
43.008147,-83.692737,0,78,56000,56000,3.21,1,9772.920832
43.032102,-83.643222,0,56,56000,56000,0.378571429,1,2037.91
42.988341,-83.667481,0,15,56000,56000,0.104727273,1,2323.4783
43.112961,-83.752565,0,46,56000,56000,0.098,0,14365.84963
43.105483,-83.741336,0,88,56000,56000,0.098,0,10543.38861
43.031823,-83.724087,0,15,56000,56000,0.0204,1,3143.956968
43.029745,-83.659885,0,27,56000,56000,0.018,1,6514.4757
43.088715,-83.774451,0,11,56000,56000,0.0128,0,12009.28381
43.024116,-83.725161,0,81,56000,56000,0.011666667,1,1134.927187
43.0273,-83.728702,0,68,56000,56000,0.01,1,1219.32608
43.0711,-83.721273,0,79,56000,56000,0.009416667,1,1781.257044
42.985633,-83.667553,0,8,56000,56000,0.008928571,1,1336.68884
43.049733,-83.729119,0,64,56000,56000,0.00875,1,1146.343037
42.984856,-83.683469,0,74,56000,56000,0.008125,1,1147.642431
43.02082,-83.726231,0,82,56000,56000,0.007785714,1,1140.383775
42.982598,-83.712964,0,71,56000,56000,0.007247059,0,591.5070015
43.027147,-83.735966,0,98,56000,56000,0.006588235,1,466.0071154
43.021827,-83.725255,0,69,56000,56000,0.006518519,1,1224.717549
43.073491,-83.72227,0,45,56000,56000,0.00625,1,939.4957394
42.985266,-83.659224,0,6,56000,56000,0.005702703,1,1174.618163
43.0277,-83.676106,0,29,56000,56000,0.005333333,1,10822.07513
42.997251,-83.726147,0,92,56000,56000,0.005058824,1,1959.998524
43.029987,-83.639565,0,86,56000,56000,0.004777778,1,1080.836636
43.028187,-83.755797,0.022413522,216,56000,56000,0.004,0,3502.172104
42.986266,-83.693747,0,84,56000,56000,0.003714286,1,1847.38566
43.004155,-83.734001,0,43,56000,56000,0.0035,1,1086.453065
43.050525,-83.652057,0,31,56000,56000,0.003454545,1,378.2755965
43.016893,-83.720137,0,115,56000,56000,0.003333333,1,3286.899993
43.029254,-83.723835,0,13,56000,56000,0.003285714,1,2450.50662
42.985527,-83.66194,0,18,56000,56000,0.003,1,1284.679958
42.987036,-83.693759,0,46,56000,56000,0.002833333,1,2128.022923
42.987036,-83.693759,0,12,56000,56000,0.002833333,1,2128.022923
43.04911,-83.731432,0,86,56000,56000,0.0028,1,525.1550641
42.997085,-83.695494,0,67,56000,56000,0.00272973,1,5797.111813
43.018534,-83.682741,0.026252881,198,56000,56000,0.002409091,1,11568.25558
43.00339,-83.719017,0,66,56000,56000,0.0024,1,4765.805707
42.988796,-83.69997,0,31,56000,56000,0.002178571,1,2795.328798
42.985292,-83.687173,0,93,56000,56000,0.002173913,1,1367.211261
43.015196,-83.637409,0,139,56000,56000,0.002074074,1,686.3294334
43.02201,-83.728902,0.020766255,216,56000,56000,0.002,1,305.190399
43.024337,-83.729366,0,96,56000,56000,0.001666667,1,148.2266778
42.988523,-83.698553,0,72,56000,56000,0.0015,1,2689.913725
43.005176,-83.64188,0,23,56000,56000,0.001333333,1,389.5920367
43.064659,-83.65506,0,79,56000,56000,0.001111111,1,1041.247801
