Latitude,Longitude,LeadLevel,Time,SalesPrice,LoanAmount,CensusBlockLeadMean,InServiceLine,DistToBoundary
43.026851,-83.728794,0,195,46500,46500,0.007461538,1,1057.848952
43.020702,-83.664411,0,4746,46500,46500,0.003866667,1,7851.112251
43.042848,-83.666882,0,1485,46500,46500,0.0035,1,5210.364042
43.001036,-83.752338,0,1917,46500,46500,0.003,0,2941.081001
43.024723,-83.725255,0,834,46500,46500,0.003,1,1146.300729
43.054479,-83.729887,0,192,46500,46500,0.002685714,1,964.0344488
43.049175,-83.639483,0,5706,46500,46500,0.002620192,1,618.2577748
43.173925,-83.747385,0,4888,46500,46500,0.0025,0,35030.5168
43.058581,-83.731225,0,1438,46500,46500,0.002416667,1,834.3974636
42.982645,-83.691033,0,1427,46500,46500,0.002285714,1,515.273169
43.011628,-83.665743,0,4578,46500,46500,0.001894737,1,6376.608067
43.011628,-83.665743,0,4578,46500,46500,0.001894737,1,6376.608067
43.032626,-83.72915,0,3159,46500,46500,0.00116,1,2014.739426
43.042829,-83.710257,0,1198,46500,46500,0.001142857,1,6142.144306
43.001693,-83.717248,0,3003,46500,46500,0.001,1,4812.797165
42.990708,-83.694623,0,855,46500,46500,0.001,1,3469.700879
43.045395,-83.651087,0,1288,46500,46500,8.00E-04,1,1979.21296
42.912654,-83.698358,0,3849,46500,46500,0.00075,0,16268.72326
42.998124,-83.778503,0,3754,46500,46500,0.000333333,0,9525.882602
43.062058,-83.613882,0,3572,46500,46500,0.000142857,0,2401.023034
42.943634,-83.658219,0,3877,46500,46500,0,0,13990.23063
43.089396,-83.59115,0,293,46500,46500,0,0,12765.66459
43.103149,-83.740821,0,5279,46500,46500,0,0,9717.076242
43.069926,-83.619318,0,3968,46500,46500,0,0,2424.401287
42.987772,-83.697145,0,2234,46500,46500,0,1,2410.359961
42.980137,-83.661159,0,10,46500,46500,0,0,675.7478696
43.06248,-83.655971,0,3703,46445,46445,0.01375,1,1304.65918
43.02115,-83.757373,0,1323,46427,46427,0.002,0,4587.576223
43.097141,-83.720923,0,1520,46418,46418,0.006,0,6496.734251
42.989301,-83.661433,0,4419,46411,46411,0.004208333,1,2120.51253
42.992683,-83.686561,0,5459,46407,46407,0.001333333,1,4045.630385
43.031114,-83.753305,0,2471,46406,46406,0,0,3026.297323
43.026729,-83.662752,0,1624,46400,46400,0.0936,1,7301.801769
43.040733,-83.649579,0,1861,46399,46399,0.000666667,1,3649.666283
42.939696,-83.656912,0,169,46375,46375,0,0,15408.97276
42.999213,-83.737535,0,22,46374,46374,0.003371429,1,144.2621827
43.017534,-83.679682,0,5803,46359,46359,0.06028,1,10674.21824
43.070916,-83.731527,0,2059,46350,46350,0.000333333,1,503.0760616
43.04877,-83.642645,0,316,46331,46331,0.001323529,1,760.4319282
43.005734,-83.638056,0,4074,46327,46327,0.007,1,538.9810361
43.048268,-83.642629,0,99,46317,46317,0.001323529,1,943.4086227
43.045731,-83.709781,0,1458,46316,46316,5.00E-04,1,6291.314277
43.00851,-83.676145,0,190,46300,46300,0.00146875,1,8679.51578
43.030057,-83.658611,0,944,46300,46300,0.001,1,6171.749979
42.991114,-83.688099,0,3900,46298,46298,0.0018125,1,3500.226806
42.997603,-83.690934,0,3270,46297,46297,0.0034,1,5907.314246
43.048035,-83.764368,0,5679,46275,46275,0.003,0,7735.54096
43.065559,-83.655731,0,4721,46270,46270,0.011965517,1,1212.212778
43.074319,-83.714551,0,1966,46266,46266,0.00384,1,438.3568034
43.007871,-83.813541,0,3138,46265,46265,0,0,17253.73572
42.994047,-83.692362,0,5418,46260,46260,0.0146,1,4648.005653
43.019066,-83.722135,0,2516,46225,46225,0.014954545,1,2407.102592
43.01457,-83.81498,0,4922,46200,46200,0,0,19409.29743
42.961584,-83.586665,0,4948,46200,46200,0,0,18307.70975
43.046149,-83.649584,0,4783,46199,46199,0.002090909,1,1703.614998
43.025125,-83.71829,0,2214,46122,46122,0.001333333,1,3002.534333
43.005253,-83.657645,0,5201,46101,46101,0.000333333,1,3603.697564
43.037254,-83.640112,0,2555,46100,46100,0.004269231,1,1132.339789
43.007157,-83.800727,0,5000,46100,46100,0.003,0,15029.96252
43.137644,-83.686601,0,3600,46060,46060,0,0,22553.99097
42.963696,-83.704904,0,3524,46060,46060,0,0,4324.94809
43.075713,-83.665193,0,4889,46021,46021,0.000125,1,125.7494594
42.984646,-83.656868,0,1949,46005,46005,0.007121212,1,867.9298898
43.011108,-83.71816,0.017509998,6379,46000,46000,0.038169643,1,4720.690745
43.040554,-83.726219,0,540,46000,46000,0.01755814,1,1858.846873
42.96058,-83.727488,0,4200,46000,46000,0.012,0,1602.451195
43.045594,-83.717844,0,1113,46000,46000,0.011,1,4135.495422
43.072156,-83.721278,0,3577,46000,46000,0.009416667,1,1472.559242
43.0271,-83.724366,0,1450,46000,46000,0.009384615,1,1777.940481
42.996441,-83.668181,0,4837,46000,46000,0.0077375,1,4751.746945
43.006061,-83.720368,0,724,46000,46000,0.007526316,1,4724.332682
43.001431,-83.726812,0,3130,46000,46000,0.0074,1,2792.174233
42.984794,-83.659809,0,4199,46000,46000,0.007121212,1,1005.858194
43.004075,-83.740179,0,534,46000,46000,0.007,1,233.5896476
42.982696,-83.689185,0,1115,46000,46000,0.00675,1,456.0502133
43.018785,-83.666813,0,5866,46000,46000,0.006545455,1,8081.20937
43.092543,-83.719095,0,492,46000,46000,0.006,0,4811.855339
43.004828,-83.714425,0,920,46000,46000,0.0056,1,6063.061892
43.04771,-83.730056,0,1583,46000,46000,0.004538462,1,886.1380452
43.021926,-83.754129,0,3874,46000,46000,0.004,0,3705.438076
43.022466,-83.717196,0,1548,46000,46000,0.003727273,1,3304.406719
42.997196,-83.691018,0,2166,46000,46000,0.0034,1,5760.651085
42.997196,-83.691018,0,1417,46000,46000,0.0034,1,5760.651085
43.041908,-83.643097,0,1729,46000,46000,0.0033,1,1907.391304
43.01194,-83.673763,0,1434,46000,46000,0.0031875,1,8398.559524
43.046417,-83.766172,0,1297,46000,46000,0.003,0,7762.807965
43.019481,-83.707926,0,562,46000,46000,0.003,1,5934.787875
42.99283,-83.704221,0,440,46000,46000,0.00272973,1,3899.665084
43.074172,-83.732894,0,1581,46000,46000,0.002666667,1,146.7011189
43.040808,-83.668361,0,302,46000,46000,0.0025,1,5966.314608
43.060336,-83.72691,0,157,46000,46000,0.002083333,1,1612.333561
43.023452,-83.713867,0.017018138,6526,46000,46000,0.002,1,4155.747193
43.050076,-83.730465,0,680,46000,46000,0.001956522,1,788.2707564
43.025883,-83.726704,0,225,46000,46000,0.001666667,1,1017.59925
42.992406,-83.686883,0,2235,46000,46000,0.001333333,1,3950.172144
42.996871,-83.657974,0,3761,46000,46000,0.00125,1,3076.84059
43.004625,-83.71943,0,2299,46000,46000,0.001222222,1,4844.48495
43.029541,-83.669302,0,365,46000,46000,0.001,1,9033.260005
43.024978,-83.664338,0,2184,46000,46000,0.001,1,7746.200473
42.956658,-83.688672,0.069331463,5928,46000,46000,0.001,0,7269.410675
43.054725,-83.645563,0,4657,46000,46000,0.001,0,313.9451031
42.987582,-83.664218,0,4055,46000,46000,0.000961538,1,2042.01258
42.99904,-83.728942,0,2842,46000,46000,0.000833333,1,1752.935414
42.90751,-83.696227,0,1074,46000,46000,0.00075,0,18059.79068
42.907527,-83.697076,0,1170,46000,46000,0.00075,0,17910.91112
42.950608,-83.696072,0.016350515,6411,46000,46000,0.000727273,0,9505.792386
42.988113,-83.657244,0,577,46000,46000,0.00065,1,991.6725017
43.076204,-83.750608,0,3349,46000,46000,6.00E-04,0,4567.43794
42.960422,-83.699028,0,4697,46000,46000,5.00E-04,0,6166.400554
43.051588,-83.653986,0,980,46000,46000,5.00E-04,1,880.7844985
43.041176,-83.644555,0,1371,46000,46000,0.000333333,1,2318.641693
43.041182,-83.644076,0,657,46000,46000,0.000333333,1,2191.597693
42.994309,-83.657836,0,3552,46000,46000,0.000214286,1,2226.45297
43.045443,-83.649202,0,450,46000,46000,0.000115385,1,1961.575194
43.134014,-83.851196,0,3586,46000,46000,0,0,38070.30588
43.015713,-83.802764,0,4040,46000,46000,0,0,16640.08035
43.031648,-83.788412,0,3856,46000,46000,0,0,12261.99764
43.073034,-83.778745,0.010709823,6075,46000,46000,0,0,11798.97391
43.000897,-83.789415,0,3779,46000,46000,0,0,11523.66168
43.096683,-83.616336,0.011223388,6282,46000,46000,0,0,10982.06369
43.091917,-83.618205,0,505,46000,46000,0,0,9485.270153
42.965265,-83.667839,0,6,46000,46000,0,0,6084.022663
43.076028,-83.613306,0,3949,46000,46000,0,0,5133.054288
42.963067,-83.703684,0,5432,46000,46000,0,0,4689.79436
42.987764,-83.697941,0,2008,46000,46000,0,1,2410.774017
43.049252,-83.613446,0,5259,46000,46000,0,0,2054.196938
42.999431,-83.639802,0,1820,46000,46000,0,0,1138.88477
42.978543,-83.706565,0,4542,46000,46000,0,0,913.1398839
43.041121,-83.633319,0,4651,46000,46000,0,0,610.7132681
42.979224,-83.675917,0,3447,45984,45984,0,0,957.8434361
43.005671,-83.72911,0,4474,45979,45979,0.003,1,2493.681065
43.038354,-83.662657,0,3118,45977,45977,0.0172,1,5554.417131
43.063155,-83.714856,0,3318,45974,45974,0.0013,1,4506.319617
43.042991,-83.662013,0,4396,45973,45973,0.005363636,1,4157.229192
43.045295,-83.641855,0,4132,45971,45971,9.00E-04,1,1597.74978
43.00142,-83.718371,0,2960,45965,45965,0.006333333,1,4502.564765
43.025474,-83.715241,0,5546,45955,45955,0.016384615,1,3827.650599
43.041526,-83.664001,0,1513,45953,45953,0,1,4910.22484
42.980948,-83.661244,0,5158,45944,45944,0,0,380.0639467
43.002995,-83.71332,0,5692,45900,45900,0.0302,1,5496.66762
43.011949,-83.674714,0,290,45900,45900,0.016,1,8638.935679
43.031912,-83.721958,0,175,45900,45900,0.007384615,1,3530.05708
43.037786,-83.731883,0,982,45900,45900,0.004818182,1,342.9257959
43.021028,-83.75322,0,2057,45900,45900,0.004,0,3713.323369
43.044089,-83.688661,0,15,45900,45900,0.003,1,10439.04711
42.996703,-83.659106,0,5034,45900,45900,0.00275,1,3152.666
43.023569,-83.662724,0.014379392,6740,45900,45900,0.001857143,1,7368.852977
43.05821,-83.621964,0,3817,45900,45900,0.001857143,0,148.0239754
43.067688,-83.654715,0,3886,45900,45900,0.001111111,1,921.2280186
43.004553,-83.754049,0,5798,45900,45900,0.00025,0,3424.555448
42.941792,-83.653474,0,5838,45900,45900,0,0,14645.83729
42.966345,-83.820756,0,1065,45900,45900,0,0,13054.04117
43.037693,-83.620367,0,3851,45900,45900,0,0,4055.847875
43.04417,-83.609329,0,3418,45900,45900,0,0,4018.320583
43.067721,-83.620248,0,5321,45900,45900,0,0,1767.763817
43.047665,-83.630437,0,3874,45900,45900,0,0,1415.483622
43.038519,-83.631243,0,729,45900,45900,0,0,1244.075228
43.026709,-83.729356,0,5037,45888,45888,0.007461538,1,955.3243501
42.988328,-83.669634,0,4279,45879,45879,0.014363636,1,2328.520742
43.03992,-83.649456,0,1886,45871,45871,0.003428571,1,3618.189275
43.00637,-83.716225,0,3465,45857,45857,0.000666667,1,5820.722995
43.088251,-83.725617,0,3333,45857,45857,0,0,3287.115419
42.980137,-83.661159,0,4070,45854,45854,0,0,675.7478696
43.036474,-83.727933,0,202,45837,45837,0.006909091,1,1432.375218
43.033573,-83.645091,0,5643,45837,45837,0.003666667,1,2534.174372
42.956408,-83.829237,0,4262,45831,45831,0.005,0,15635.91403
42.965545,-83.70378,0,4468,45828,45828,0,0,3937.544874
42.949912,-83.649021,0,5364,45827,45827,0,0,11767.74059
43.066732,-83.634931,0.011332976,6097,45820,45820,0.001,0,1082.550128
42.98285,-83.695295,0,4721,45802,45802,0.007333333,1,609.0593855
43.039725,-83.727171,0,1791,45800,45800,0.006454545,1,1598.076795
42.998362,-83.787787,0,4311,45800,45800,0,0,10503.06177
43.037729,-83.743439,0,2064,45777,45777,0,0,1010.082075
43.045395,-83.651087,0,2673,45772,45772,8.00E-04,1,1979.21296
42.998715,-83.625423,0,5323,45750,45750,0.0805,0,3273.399423
43.06535,-83.598009,0,4577,45750,45750,0,0,6758.951287
43.027784,-83.661145,0,526,45721,45721,0.001625,1,6864.886396
43.009186,-83.672953,0,1791,45709,45709,0.002,1,7897.882201
43.032583,-83.726404,0,1198,45703,45703,0.012226415,1,2496.01423
43.013425,-83.718341,0,925,45693,45693,0.010363636,1,4392.957361
43.032086,-83.724881,0,2761,45690,45690,0.012226415,1,2919.742923
42.977229,-83.665712,0,4494,45670,45670,0,0,1728.786948
43.045899,-83.648268,0,161,45650,45650,0.002090909,1,1797.015557
43.051063,-83.651242,0,637,45650,45650,0.000666667,1,145.7819512
42.985205,-83.662679,0,1151,45641,45641,0.003,1,1173.46491
43.06212,-83.72446,0,4391,45628,45628,0.001,1,2329.585481
42.980796,-83.655174,0,2038,45627,45627,0.006931034,0,423.8904937
43.029782,-83.710354,0,1893,45620,45620,0.008111111,1,5523.051178
42.984223,-83.711774,0.014769742,6661,45600,45600,0.002,1,1178.619343
43.045822,-83.652752,0,442,45600,45600,0.000277778,1,1901.739349
42.941834,-83.658148,0.015978435,6083,45600,45600,0,0,14644.15728
43.096642,-83.71199,0,2716,45600,45600,0,0,6474.857014
43.024436,-83.662765,0,2927,45589,45589,0.014625,1,7342.790332
43.017969,-83.721125,0,1381,45580,45580,0.043428571,1,2851.54498
43.017969,-83.721125,0,1344,45580,45580,0.043428571,1,2851.54498
43.091126,-83.699333,0,2537,45580,45580,0.001,0,5686.431139
43.062571,-83.725524,0,4053,45550,45550,0.0015,1,2084.526414
42.949868,-83.65202,0,4213,45550,45550,0,0,11724.30206
43.011677,-83.718613,0,3699,45535,45535,0.038169643,1,4526.973324
43.031451,-83.697278,0,2520,45528,45528,0.002,1,9016.792845
42.984901,-83.69824,0,2324,45511,45511,0.007851852,1,1368.751747
42.983515,-83.697275,0,3331,45500,45500,0.030428571,1,859.6584123
43.022098,-83.719484,0,787,45500,45500,0.028333333,1,2731.443733
43.041121,-83.724947,0,1183,45500,45500,0.0185,1,2203.134141
43.026915,-83.667031,0,121,45500,45500,0.008529412,1,8444.431659
43.032135,-83.722643,0,301,45500,45500,0.007384615,1,3386.354667
43.035571,-83.636018,0,5355,45500,45500,0.005448276,1,154.2421809
43.032183,-83.637306,0,1989,45500,45500,0.0045,1,456.0350278
42.995791,-83.695139,0,2953,45500,45500,0.004428571,1,5324.096651
42.992429,-83.707258,0,3053,45500,45500,0.00272973,1,3111.4632
43.004859,-83.713337,0,1128,45500,45500,0.0025,1,6163.336153
43.001326,-83.731728,0,1373,45500,45500,0.002428571,1,1515.030815
43.020612,-83.661943,0,3867,45500,45500,0.001862069,1,7191.393479
43.027802,-83.660126,0,2562,45500,45500,0.001625,1,6592.352571
43.036157,-83.641116,0,3180,45500,45500,0.001333333,1,1446.710027
43.005893,-83.670793,0,2842,45500,45500,0.001,1,7125.038156
42.967722,-83.666224,0,5806,45500,45500,0.001,0,5192.722752
42.950951,-83.697586,0,5825,45500,45500,0.000727273,0,9266.152703
42.950951,-83.697586,0,3348,45500,45500,0.000727273,0,9266.152703
43.059495,-83.654363,0,3369,45500,45500,0.000444444,1,902.5428952
43.039742,-83.63655,0,3968,45500,45500,0.00025,1,169.1309521
42.987627,-83.651702,0,1240,45500,45500,0,0,494.0968792
43.014168,-83.716202,0,4965,45470,45470,0.015863636,1,4710.630637
42.985313,-83.686192,0,5658,45453,45453,0.002173913,1,1358.697357
43.032605,-83.637676,0,2106,45448,45448,0,1,550.3340529
43.02261,-83.657971,0,1660,45435,45435,0.000631579,1,6124.197574
43.002778,-83.724298,0,4871,45430,45430,0.00175,1,3469.837751
43.008457,-83.645133,0,3276,45405,45405,1.381181818,1,1635.667339
43.041194,-83.643351,0,1287,45400,45400,0.000333333,1,1999.689168
42.996482,-83.695153,0,4637,45392,45392,0.005533333,1,5575.955219
43.022807,-83.661604,0,3724,45382,45382,0.000428571,1,7095.137071
43.058396,-83.74622,0,1330,45323,45323,0.000333333,0,2238.229951
42.991132,-83.686607,0,2876,45320,45320,0.0018125,1,3482.206895
43.029254,-83.723835,0,427,45300,45300,0.003285714,1,2450.50662
42.993886,-83.684323,0,829,45300,45300,0.001090909,1,4446.389327
43.02708,-83.659174,0,5804,45270,45270,0.00025,1,6342.850294
42.999943,-83.729989,0,2120,45250,45250,0.003333333,1,1891.065039
43.029608,-83.733927,0,3495,45224,45224,0.003636364,1,1499.248948
42.984796,-83.690202,0,2064,45223,45223,0.004875,1,1236.683959
43.049803,-83.706779,0,2411,45221,45221,0.018413043,1,7117.266967
42.990948,-83.6986,0,5070,45200,45200,0.011,1,3573.777753
43.048599,-83.732031,0,4676,45167,45167,0,1,362.5895251
43.050861,-83.722821,0,4041,45165,45165,0.009222222,1,2834.964927
42.995052,-83.660851,0,5398,45162,45162,0.001533333,1,2928.701697
43.122082,-83.655071,0,5127,45152,45152,0,0,16649.45973
43.065878,-83.721574,0,3205,45150,45150,0.011242424,1,3148.889461
43.026396,-83.714739,0,5477,45146,45146,0.0045,1,4022.551968
43.057001,-83.600923,0,4578,45140,45140,0,0,5313.296049
43.087328,-83.827691,0,5785,45123,45123,0,0,25537.70713
43.023772,-83.630959,0,2052,45120,45120,0,0,1098.85419
43.053671,-83.610949,0,4291,45110,45110,0,0,2566.80808
42.997966,-83.689558,0,5659,45102,45102,0.0105,1,6016.6888
43.042942,-83.65282,0,86,45100,45100,0,1,2925.920147
42.988803,-83.699148,0,436,45084,45084,0.002178571,1,2794.436391
43.023455,-83.736647,0,1140,45082,45082,0,0,854.5142217
43.005109,-83.619137,0,1487,45067,45067,1.485,0,4229.613815
43.059844,-83.604635,0,5438,45055,45055,0,0,4592.142253
43.030699,-83.643528,0,4721,45051,45051,0.002333333,1,2135.353516
43.00562,-83.727166,0,2241,45050,45050,0.007428571,1,2955.663664
43.030069,-83.734117,0,454,45050,45050,0.003636364,1,1388.798893
43.030069,-83.734117,0,386,45050,45050,0.003636364,1,1388.798893
42.983923,-83.711745,0,5316,45050,45050,0.002,1,1069.177465
43.077375,-83.604123,0,4055,45050,45050,0.000111111,0,7295.894287
43.025448,-83.76149,0,5383,45045,45045,0,0,5086.070684
43.007342,-83.618091,0,3411,45043,45043,1.485,0,4496.550647
43.001322,-83.726809,0,5186,45040,45040,0.0074,1,2760.576839
43.084185,-83.775943,0.016522054,6311,45030,45030,0.0128,0,11801.42458
42.993165,-83.684807,0,3390,45029,45029,0.016,1,4192.087996
43.009199,-83.658803,0,1604,45015,45015,0.000363636,1,4320.231879
42.987533,-83.670167,0,2040,45012,45012,0.009906977,1,2041.458806
43.030216,-83.73713,0.024337841,6422,45000,45000,0.195868421,1,688.2228597
43.031269,-83.730213,0,3261,45000,45000,0.107977778,1,2192.883627
43.030637,-83.725659,0,2037,45000,45000,0.098075269,1,2647.643254
42.999612,-83.727978,0,491,45000,45000,0.082583333,1,2076.799614
43.017734,-83.677656,0,4228,45000,45000,0.06028,1,10232.03542
43.017432,-83.677837,0,839,45000,45000,0.06028,1,10221.1996
43.017693,-83.677399,0,5130,45000,45000,0.06028,1,10164.78891
43.005845,-83.724109,0,4811,45000,45000,0.0562,1,3748.589358
43.034665,-83.730545,0,70,45000,45000,0.0516875,1,1190.010486
43.031481,-83.635982,0,3247,45000,45000,0.0436,1,109.8220675
43.018071,-83.662073,0,3300,45000,45000,0.043315789,1,6992.759846
42.997157,-83.723394,0,2998,45000,45000,0.042756098,1,2647.466217
42.990677,-83.69894,0,2764,45000,45000,0.0407,1,3476.448931
42.989513,-83.699531,0,2239,45000,45000,0.037926829,1,3054.763571
43.021037,-83.659923,0.0144941,6419,45000,45000,0.037918919,1,6650.157482
43.021257,-83.666956,0,5138,45000,45000,0.036794118,1,8530.220337
42.977299,-83.693646,0,1718,45000,45000,0.0246,0,238.8321767
42.999357,-83.716391,0,5426,45000,45000,0.024235955,1,4071.517951
42.98486,-83.671627,0,3438,45000,45000,0.02265625,1,1074.652759
42.989773,-83.708236,0,4129,45000,45000,0.0226,1,2508.696356
43.027399,-83.665719,0,3033,45000,45000,0.021692308,1,8090.327611
43.030504,-83.708589,0,5516,45000,45000,0.021136364,1,6060.336896
43.025327,-83.726486,0,1123,45000,45000,0.020363636,1,934.0200508
43.047711,-83.64967,0,3963,45000,45000,0.019268293,1,1134.209462
43.049802,-83.707279,0,436,45000,45000,0.018413043,1,6983.632063
43.037678,-83.708124,0,896,45000,45000,0.017,1,6694.656676
43.032651,-83.722748,0,675,45000,45000,0.016466667,1,3261.482346
43.03268,-83.736045,0,3438,45000,45000,0.016428571,1,608.6655445
43.033087,-83.737104,0,890,45000,45000,0.016428571,1,411.184161
43.00785,-83.691746,0,4413,45000,45000,0.016333333,1,9648.06434
42.989249,-83.697583,0,3333,45000,45000,0.015666667,1,2950.408755
43.00792,-83.70405,0.015220001,6020,45000,45000,0.013,1,8018.664979
43.031221,-83.718669,0,2382,45000,45000,0.012428571,1,3914.981132
43.029071,-83.726756,0,65,45000,45000,0.012333333,1,2009.107098
43.007266,-83.726347,0,1351,45000,45000,0.012,1,3358.928975
42.964607,-83.726498,0,34,45000,45000,0.012,0,650.1145976
43.065227,-83.655999,0,1919,45000,45000,0.011965517,1,1286.858845
43.010131,-83.724866,0,5200,45000,45000,0.010625,1,3403.706546
43.014024,-83.719369,0,1744,45000,45000,0.010363636,1,4046.516447
43.031213,-83.717581,0,449,45000,45000,0.0095,1,4130.972847
43.01957,-83.660188,0.004218701,6166,45000,45000,0.009190476,1,6724.757021
43.007189,-83.734823,0,2904,45000,45000,0.0091,1,1145.035232
43.017834,-83.658799,0,3943,45000,45000,0.009098361,1,6360.29496
43.029366,-83.720135,0,3202,45000,45000,0.008954545,1,3175.924516
42.998573,-83.710459,0,4488,45000,45000,0.00856,1,4205.281618
43.026915,-83.667031,0,1133,45000,45000,0.008529412,1,8444.431659
43.036047,-83.669071,0,295,45000,45000,0.0075,1,7286.816237
43.02698,-83.729214,0,5292,45000,45000,0.007461538,1,1061.135699
42.983587,-83.712652,0,2922,45000,45000,0.007247059,1,950.5758867
42.987863,-83.666957,0,3754,45000,45000,0.007173913,1,2148.494747
42.985973,-83.700928,0,1603,45000,45000,0.006928571,1,1770.647272
43.030909,-83.713446,0,4371,45000,45000,0.006714286,1,4969.441489
43.019751,-83.666851,0,4321,45000,45000,0.006545455,1,8327.218865
43.035124,-83.511492,0.016417103,6372,45000,45000,0.006,0,29733.20479
43.003223,-83.710587,0,5456,45000,45000,0.006,1,5764.853545
43.020233,-83.65847,0,2976,45000,45000,0.005945946,1,6263.666789
43.015669,-83.666641,0,5749,45000,45000,0.005928571,1,7336.048147
42.987716,-83.68983,0,2444,45000,45000,0.005916667,1,2292.709609
43.017681,-83.713451,0,246,45000,45000,0.005625,1,4706.393315
43.04743,-83.664712,0,706,45000,45000,0.0055,1,3943.68763
42.996534,-83.722771,0,5404,45000,45000,0.005375,1,2760.36623
43.032133,-83.657921,0,78,45000,45000,0.005166667,1,5965.727563
42.985621,-83.709134,0,4124,45000,45000,0.004864865,1,1676.896816
42.999613,-83.718435,0,385,45000,45000,0.004692308,1,4140.959443
42.984031,-83.658819,0,1945,45000,45000,0.004652174,1,722.3970232
43.004892,-83.725162,0,254,45000,45000,0.004545455,1,3373.614185
43.047693,-83.62769,0,4833,45000,45000,0.0045,0,1282.620285
43.047989,-83.627467,0,4159,45000,45000,0.0045,0,1172.267513
42.995524,-83.694985,0,3223,45000,45000,0.004428571,1,5226.15916
43.015955,-83.715709,0,3633,45000,45000,0.004142857,1,4465.831668
42.991636,-83.704862,0,2827,45000,45000,0.004090909,1,3571.290611
43.031697,-83.776414,0,5670,45000,45000,0.004,0,9062.572733
43.032537,-83.774932,0.008695842,6210,45000,45000,0.004,0,8644.675351
43.072022,-83.714438,0,3298,45000,45000,0.00384,1,1275.707856
43.042455,-83.651056,0,3093,45000,45000,0.003833333,1,3049.465932
42.98468,-83.680174,0,1148,45000,45000,0.003681818,1,1051.267822
43.000522,-83.730582,0,43,45000,45000,0.003625,1,1891.618452
42.982835,-83.661573,0,3258,45000,45000,0.0036,1,301.7842685
42.984232,-83.703524,0.012114761,6706,45000,45000,0.0035,1,1147.126636
42.997603,-83.690934,0,2354,45000,45000,0.0034,1,5907.314246
42.985475,-83.691685,0,2978,45000,45000,0.003333333,1,1543.006652
42.998055,-83.730404,0,902,45000,45000,0.0032,1,1233.387263
42.986772,-83.666795,0,1546,45000,45000,0.003125,1,1750.651585
43.038624,-83.67466,0,869,45000,45000,0.003,1,7795.64071
43.022308,-83.723145,0,2620,45000,45000,0.003,1,1756.001595
43.043247,-83.650293,0,3633,45000,45000,0.0028,1,2759.983707
43.049799,-83.731436,0,2120,45000,45000,0.0028,1,527.4219402
42.9892,-83.703713,0,1353,45000,45000,0.00272973,1,2958.251634
42.998711,-83.725163,0,3062,45000,45000,0.002538462,1,2436.22855
43.174953,-83.752146,0,2900,45000,45000,0.0025,0,35639.28202
43.163328,-83.751586,0.022525817,6345,45000,45000,0.0025,0,31470.89944
42.940484,-83.691511,0,295,45000,45000,0.0025,0,11603.69994
42.985607,-83.685462,0,1529,45000,45000,0.002478261,1,1453.622799
43.020653,-83.698095,0,1515,45000,45000,0.002380952,1,8453.679534
42.983924,-83.684391,0,3024,45000,45000,0.002333333,1,823.7979696
42.993244,-83.732126,0,3230,45000,45000,0.002333333,1,256.5946044
43.009418,-83.730578,0,1248,45000,45000,0.002266667,1,2091.34919
42.998846,-83.732151,0,3388,45000,45000,0.002166667,1,1335.8415
42.987492,-83.686655,0,1765,45000,45000,0.00205,1,2158.937238
42.993436,-83.658439,0,2334,45000,45000,0.00203125,1,2060.833817
43.182858,-83.737366,0,667,45000,45000,0.002,0,37909.21297
43.031451,-83.697278,0,870,45000,45000,0.002,1,9016.792845
42.99581,-83.690843,0,155,45000,45000,0.002,1,5253.607326
42.99799,-83.733808,0,685,45000,45000,0.001823529,1,995.5322684
43.028548,-83.660003,0,668,45000,45000,0.0018,1,6554.306449
43.054668,-83.71007,0,1239,45000,45000,0.0018,1,6260.81833
42.987616,-83.683584,0,2054,45000,45000,0.0018,1,2153.493973
43.036075,-83.646207,0,2389,45000,45000,0.00175,1,2789.670404
43.040415,-83.732139,0,1008,45000,45000,0.00175,1,275.5786304
43.001144,-83.73,0,3326,45000,45000,0.001666667,1,1980.800437
43.025835,-83.72655,0,2312,45000,45000,0.001666667,1,1035.194382
43.027504,-83.66062,0,2842,45000,45000,0.001625,1,6726.477372
42.991958,-83.68373,0,2415,45000,45000,0.0015,1,3735.314324
43.063795,-83.727893,0,1504,45000,45000,0.0015,1,1454.787768
43.063582,-83.727892,0,1259,45000,45000,0.0015,1,1454.479624
42.988545,-83.695484,0,1149,45000,45000,0.001428571,1,2685.099773
42.988545,-83.695484,0,1087,45000,45000,0.001428571,1,2685.099773
43.040774,-83.646743,0,237,45000,45000,0.001411765,1,2892.25781
43.02831,-83.657552,0,1014,45000,45000,0.001375,1,5900.733757
43.002998,-83.711858,0,3314,45000,45000,0.001266667,1,5587.934529
43.00052,-83.723362,0,1175,45000,45000,0.00125,1,3206.200397
42.996479,-83.657958,0,4710,45000,45000,0.00125,1,2944.156496
42.997083,-83.737,0,503,45000,45000,0.00125,1,260.0862552
42.997083,-83.737,0,451,45000,45000,0.00125,1,260.0862552
43.041189,-83.637527,0,329,45000,45000,0.001212121,1,494.5489885
43.028277,-83.659223,0,2773,45000,45000,0.0012,1,6347.666845
42.953636,-83.713323,0,2131,45000,45000,0.001142857,0,5087.562326
43.00048,-83.732805,0,287,45000,45000,0.001142857,1,1352.808068
43.073035,-83.72427,0,132,45000,45000,0.001125,1,806.7346751
